4.833984	-39.782715	-9.570313
4.876709	-39.794922	-9.60083
4.821777	-39.788818	-9.735107
4.870605	-39.782715	-9.729004
4.864502	-39.764404	-9.796143
4.89502	-39.837646	-9.783936
4.888916	-39.752197	-9.753418
4.89502	-39.776611	-9.594727
4.852295	-39.691162	-9.484863
4.840088	-39.727783	-9.454346
4.846191	-39.709473	-9.417725
4.815674	-39.733887	-9.417725
4.89502	-39.727783	-9.533691
4.833984	-39.709473	-9.527588
4.864502	-39.72168	-9.527588
4.870605	-39.72168	-9.490967
4.925537	-39.72168	-9.460449
4.882812	-39.746094	-9.649658
4.89502	-39.733887	-9.619141
4.882812	-39.868164	-9.710693
4.876709	-39.727783	-9.70459
4.833984	-39.794922	-9.759521
4.79126	-39.685059	-9.771729
4.766846	-39.801025	-9.70459
4.840088	-39.831543	-9.588623
4.779053	-39.630127	-9.625244
4.80957	-39.709473	-9.619141
4.766846	-39.770508	-9.570313
4.803467	-39.746094	-9.680176
4.797363	-39.794922	-9.680176
4.840088	-39.691162	-9.765625
4.815674	-39.776611	-9.796143
4.840088	-39.685059	-9.759521
4.858398	-39.758301	-9.759521
4.852295	-39.678955	-9.735107
4.858398	-39.703369	-9.674072
4.779053	-39.801025	-9.655762
4.760742	-39.678955	-9.655762
4.772949	-39.691162	-9.594727
4.718018	-39.746094	-9.509277
4.760742	-39.715576	-9.613037
4.766846	-39.691162	-9.58252
4.815674	-39.703369	-9.594727
4.797363	-39.758301	-9.619141
4.840088	-39.746094	-9.729004
4.797363	-39.758301	-9.729004
4.821777	-39.72168	-9.698486
4.840088	-39.733887	-9.729004
4.803467	-39.703369	-9.643555
4.785156	-39.727783	-9.674072
4.760742	-39.746094	-9.60083
4.772949	-39.654541	-9.58252
4.785156	-39.727783	-9.503174
4.718018	-39.703369	-9.594727
4.742432	-39.72168	-9.588623
4.754639	-39.794922	-9.631348
4.827881	-39.746094	-9.570313
4.80957	-39.691162	-9.564209
4.882812	-39.72168	-9.759521
4.833984	-39.733887	-9.710693
4.846191	-39.697266	-9.790039
4.846191	-39.727783	-9.674072
4.815674	-39.642334	-9.686279
4.803467	-39.72168	-9.649658
4.772949	-39.727783	-9.564209
4.736328	-39.624023	-9.570313
4.797363	-39.648437	-9.570313
4.742432	-39.660645	-9.570313
4.80957	-39.61792	-9.594727
4.79126	-39.642334	-9.564209
4.827881	-39.660645	-9.698486
4.797363	-39.73999	-9.643555
4.858398	-39.685059	-9.680176
4.864502	-39.697266	-9.698486
4.840088	-39.672852	-9.649658
4.846191	-39.672852	-9.667969
4.803467	-39.575195	-9.680176
4.724121	-39.575195	-9.649658
4.785156	-39.660645	-9.619141
4.718018	-39.63623	-9.631348
4.772949	-39.727783	-9.576416
4.718018	-39.678955	-9.58252
4.742432	-39.685059	-9.60083
4.797363	-39.715576	-9.533691
4.846191	-39.648437	-9.631348
4.803467	-39.660645	-9.680176
4.815674	-39.593506	-9.796143
4.89502	-39.581299	-9.765625
4.888916	-39.593506	-9.7229
4.907227	-39.581299	-9.613037
4.876709	-39.562988	-9.527588
4.821777	-39.538574	-9.49707
4.797363	-39.63623	-9.460449
4.925537	-39.605713	-9.674072
4.748535	-39.593506	-9.613037
4.718018	-39.562988	-9.619141
4.766846	-39.624023	-9.649658
4.699707	-39.630127	-9.70459
4.785156	-39.63623	-9.729004
4.766846	-39.678955	-9.753418
4.827881	-39.648437	-9.771729
4.846191	-39.605713	-9.7229
4.772949	-39.544678	-9.7229
4.785156	-39.61792	-9.625244
4.730225	-39.630127	-9.564209
4.718018	-39.538574	-9.509277
4.742432	-39.599609	-9.338379
4.693604	-39.556885	-9.423828
4.766846	-39.556885	-9.362793
4.718018	-39.483643	-9.423828
4.760742	-39.550781	-9.387207
4.730225	-39.569092	-9.472656
4.797363	-39.581299	-9.423828
4.815674	-39.520264	-9.503174
